Ironman K5100 EIP Drive (★Read-only   ▲Set when servo off   ●Valid After Re-power on   ■Volatile parameter   ◊NEO-S Parameters   ○Set/Get through IO assembly ⌂Digit Check required ¤Set when io connection is not established),Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,as of 8192021,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48
605,PM.015,0,,DINT,0x0000,,,,,,,,5,0,"1023000
16383000",0,0.001,,CurrentLoopProportionalGain,Current Loop Proportional Gain,Proportional gain of current loop,0xFD1E,32,All,"Reserved in Delta's new PM parameters, 但K800适用，这个参数还是需要的
2019.01.10. default is 26351
2019.04.19. default is 0 already.","2019.05.16. Set PN.000=2,its value is 21928(with motor) or 62(without motor).",,1,¤,,,,,,,,,,,,,,,,,,,
606,PM.016,0,,INT,0x0000,,,,,,,,5,0,32767,0,,,CurrentLoopIntegralGain,Current Loop Integral Gain,Integral gain of current loop,0xFD20,16,All,"Reserved in Delta's new PM parameters, 但K800适用，这个参数还是需要的
2019.01.10. default is 469 with motor.
2019.04.19. default is 0 already.","2019.05.16. Set PN.000=2,its value is 469(with motor).",,1,¤,,,,,,,,,,,,,,,,,,,
607,PM.019,0,,INT,0x0000,,▲,,,,,,5,0,600,100,,%,OverloadRisingGain,Overload Rising Gain,Overload gain (temperature rises),0xFD26,16,All,,,,1,¤,,,,,,,,,,,,,,,,,,,
608,PM.020,0,,INT,0x0000,,▲,,,,,,5,15,600,100,,%,OverloadFallingGain,Overload Falling Gain,Overload gain (temperature falls),0xFD28,16,All,,,,1,¤,,,,,,,,,,,,,,,,,,,
609,PM.022,0,,INT,0x0010,★,▲,●,,,,,1,0,3,0,,,MotorTempSensor,Motor Temperature Sensor Type,Motor temperature sensor,0xFD2C,16,All,"Reserved, but keep it here.",,,,,,,,√,,,,,,,,,,,,,,,
610,PM.024,0,,DINT,0x0010,★,▲,,,,,,1,0,50000,50000,,Ohms,MotorTempSensorResistance,Motor Temperature Sensor Resistance,Motor temperature sensor resistance,0xFD30,,All,"12/18：Delta內部確認格式
2019.01.07.Delta changed to readonly (External Temperature Sensor, not used in RA)
2019.01.07. No motor, 400W, default 10, still writeable
2019.01.30. max changed from 50000 to 500.
2019.05.02. Reserved, but keep it here. Change default from 10 to 0.
Reserved, but keep it here.",,,,,,,,,,,,,,,,,,,,,,,
611,PM.030,0,,UINT,0x0000,,▲,●,,,,,1,0,65535,650,0.01,Amps (RMS),MotorRatedPeakCurrent,Motor Rated Peak Current,Max. current of PM motor,0xFD3C,16,All,"Combined with PM047, PM070. Need to confirm min/max value.
Real range 1 to  65535
0 will fail.
Default value needs update
12/18：Delta內部討論預設值部分(PM-29也是)，再發信回覆
12/18：此參數最小值限制與PM-29相同
2019.01.07. No motor, no power board 400W, default 270. No motors with power board 400W, ??
Min same with 4/PM.029
2019.01.07. No motor, no power board 400W, default 270. No motors with power board 400W, 780. with TLP motor is 950.
2019.04.19. Default changed from 0 to 650.
Min should no less than Imax /8, varies by catalog:
Catalog / RatedContCurrent / RatedPeakCurrent / Min
2198-E1004-ERS / 2.60  /  6.50    /  33
2198-E1007-ERS / 5.10  /  15.41  /  64
2198-E1015-ERS / 7.90  /   23.7   /  99
2198-E1020-ERS / 13.40 /  53.03  / 168
2198-E1030-ERS / 17.90 /  55.95  /  224
2198-E2055-ERS / 41.30 /  91.40  /  517
2198-E2075-ERS / 49.00 /  127.49 / 613
2198-E2150-ERS / 78.00 /  162.00 / 975",,,8,¤,,,,√,,,,,,,,,,,,,,,
612,PM.035,0,,DINT,0x0000,,▲,,,,,,1,0,65535,0,0.001,Ohms,PMMotorResistance,Permanent Magnet Motor Resistance,PM motor phase resistance,0xFD46,16,All,"Combined with PM050, PM074
Why not use UINT?
12/18：維持Delta現有格式",,,1,¤,,,,,,,,,,,,,,,,,,,
613,PM.036,0,,DINT,0x0000,,▲,,,,,,1,0,65535,0,1e-05,H,PMMotorInductance,Permanent Magnet Motor Inductance,PM motor phase inductance,0xFD48,16,All,"Combined with PM051
Why not use UINT?
12/18：維持Delta現有格式",,,1,¤,,,,,,,,,,,,,,,,,,,
614,PM.038,0,,INT,0x0000,,▲,,,,,,1,0,22876,0,0.1,Volts (RMS)/KRPM,PMMotorVoltageConstant,Permenent Magnet Motor Bemf Voltage Constant,PM motor back EMF constant,0xFD4C,16,All,Combined with PM053,,,1,¤,,,,,,,,,,,,,,,,,,,
615,PM.045,0,,DINT,0x0010,,▲,●,,,,,1,1000,500000,30000,0.001,mm,LinearMotorPolePitch,Linear Motor Pole Pitch,Linear motor pole pitch,0xFD5A,16,All,"Change name to Pole Pitch
2019.04.24. Delta added ""set when servo off""","2019.04.25. For Linear motor, temporary ""Read-only""",,,,,,,,,,,,,,,,,,,,,,
616,PM.049,0,,DINT,0x0010,,▲,,,,,,1,0,177362,0,0.01,N/Amps (RMS),PMMotorForceConstant,Permanent Magnet Motor Force Constant,Linear motor torque constant,0xFD62,32,All,Change name to Force Constant,,,,,,,,,,,,,,,,,,,,,,,
617,PM.066,0,,INT,0x0010,,▲,,,,,,1,0,10000,500,0.1,Hz,InductionMotorRatedFrequency,Induction Motor Rated Frequency,IM rated Electrical Frequency,0xFD84,16,All,Change name to Induction Motor Rated Frequency,,,,,,,,,,,,,,,,,,,,,,,
618,PM.075,0,,INT,0x0010,,▲,,,,,,1,0,15999,0,0.001,Ohms,InductionMotorRotorResistance,Induction Motor Rotor Resistance,IM motor rotor resistance(Rr),0xFD96,16,All,,,,,,,,,,,,,,,,,,,,,,,,
619,PM.076,0,,INT,0x0010,,▲,,,,,,1,0,24999,10,1e-05,H,InductionMotorLeakageInductance,Induction Motor Leakage Inductance,IM motor leakage inductance(Li),0xFD98,16,All,,,,,,,,,,,,,,,,,,,,,,,,
620,PM.077,0,,DINT,0x0010,,▲,,,,,,1,0,199900,10,1e-05,H,InductionMotorMutualInductance,Induction Motor Mutual Inductance,IM馬達互感Lm (Lm),0xFD9A,16,All,,,,,,,,,,,,,,,,,,,,,,,,
621,PM.078,0,,INT,0x0010,,▲,,,,,,1,0,32767,10,0.01,Amps (RMS),InductionMotorFluxCurrent,Induction Motor Flux Current,IM No-load current,0xFD9C,16,All,,,,,,,,,,,,,,,,,,,,,,,,
622,PM.079,0,,INT,0x0010,,,,,,,,5,0,32767,0,,,InductionMotorFluxProportionalGain,Induction Motor Flux Proportional Gain,IM flux Proportional gain(Kp),0xFD9E,16,All,,,,,,,,,,,,,,,,,,,,,,,,
623,PM.080,0,,INT,0x0010,,,,,,,,5,0,5119,0,0.1,,InductionMotorFluxIntegralGain,Induction Motor Flux Integral Gain,IM flux Integral gain (ki),0xFDA0,16,All,,,,,,,,,,,,,,,,,,,,,,,,
624,PM.090,0,,INT,0x0010,★,,,,,,,3,0,0xFFFF,0,,,Reserved623,Reserved623,過電流檢出準位1,0xFDB4,16,All,"In K800 Parameters NameUnit 20180110.xls: [0110]Delta：V/F Control. Change to Reserved?
2020.09.17 RA removed function",,,,,,,,,,,,,,,,,,,,,,,
625,PM.091,0,,INT,0x0010,★,,,,,,,3,0,0xFFFF,0,,,Reserved624,Reserved624,過電流檢出時間1,0xFDB6,16,All,"In K800 Parameters NameUnit 20180110.xls: [0110]Delta：V/F Control. Change to Reserved?
2020.09.17 RA removed function",,,,,,,,,,,,,,,,,,,,,,,
626,PM.092,0,,INT,0x0010,★,,,,,,,3,0,0xFFFF,0,,,Reserved625,Reserved625,過電流檢出準位2,0xFDB8,16,All,"In K800 Parameters NameUnit 20180110.xls: [0110]Delta：V/F Control. Change to Reserved?
2020.09.17 RA removed function",,,,,,,,,,,,,,,,,,,,,,,
627,PM.093,0,,INT,0x0010,★,,,,,,,3,0,0xFFFF,0,,,Reserved626,Reserved626,過電流檢出時間2,0xFDBA,16,All,"In K800 Parameters NameUnit 20180110.xls: [0110]Delta：V/F Control. Change to Reserved?
2020.09.17 RA removed function",,,,,,,,,,,,,,,,,,,,,,,
628,PN.000,0,,UINT,0x0000,,▲,●,,,,,1,0,2,0,,,MotorDataSource,Motor Data Source,Standard Motor Flag,0xFC00,16,All,"0:Motor NV; 1:Catalog Number; 2:Nameplate Datasheet;
12/18: Delta add property(▲)",,,8,¤,,,,√,,,,,,,,,,,,,,,
629,PN.001,0,,INT,0x0000,,▲,,,,,,1,0,200,100,,% Motor Rated,MotorOverloadLimit,Motor Overload Limit,Maximum Continuous Torque Limit,0xFC02,16,All,"got from encoder memory map, change name to Motor Overload Limit
PM: 1~100; IM: 1~200; Set 0 to disable.
Normal overload: 1~100; 3rd overload: 1~200(PN.007 or PN.008 is 0 => 3rd overload)
",,,1,¤,,,,,,,,,,,,,,,,,,,
630,PN.002,0,,DINT,0x0010,,▲,,,,,,1,0,500000,0,0.001,kg,LinearMotorMass,Linear Motor Mass,Motor Mass,0xFC04,32,All,"2019.04.24. Delta added ""Set when servo off""",,,,,,,,,,,,,,,,,,,,,,,
631,PN.003,0,,DINT,0x0010,,▲,●,,,,,1,18,62500000,1000,,Lines/Meter,LinearEncoderResolution,Encoder Lines / Meter,Encoder Lines / Meter,0xFC06,32,All,"PM-006 Rotary motor
2019.01.07: Shold be  PM-004
PN-003 Linear Motor
2019.04.24. Delta added ""Set when servo off""
2021.05.21 Range Limit: 18 ~ 50000 for AqB encoder; 25000 ~ 62500000 for sin/cos encoder",,,,,,,,,,,,,,,,,,,,,,,
632,PN.004,0,,INT,0x0000,,▲,●,,,,,1,0,1,0,,,MotorThermostat,Motor Thermostat,Motor Thermostat,0xFC08,16,All,"0 - Disable, 1 - Enable
2019.04.24. Delta update properties. But keep it for ODVA test, since the reply is not corret.",,,,,,,,,,,,,,,,,,,,,,,
633,PN.005,0,,UDINT,0x0000,,▲,,,,,,1,0,65535,0,0.001,oC/Watt,MotorWindingToEncoderResistance,Motor Winding To Encoder Resistance,"Motor Thermal Resistance, Winding to Encoder Rth (w-e)",0xFC0A,32,All,12/06: Delta add property(▲),,,1,¤,,,,,,,,,,,,,,,,,,,
634,PN.006,0,,UDINT,0x0000,,▲,,,,,,1,0,65535,0,,J/oC,MotorWindingToEncoderCapacitance,Motor Winding To Encoder Capacitance,"Motor Thermal Capacitance, Winding to Encoder Cth (w-e)",0xFC0C,32,All,12/06: Delta add property(▲),,,1,¤,,,,,,,,,,,,,,,,,,,
635,PN.007,0,,UDINT,0x0000,,▲,,,,,,1,0,65535,0,0.001,oC/Watt,MotorWindingToAmbientResistance,Motor Winding To Ambient Resistance,"Motor Thermal Resistance, Winding to Ambient",0xFC0E,32,All,12/06: Delta add property(▲),,,1,¤,,,,,,,,,,,,,,,,,,,
636,PN.008,0,,UDINT,0x0000,,▲,,,,,,1,0,65535,0,,J/oC,MotorWindingToAmbientCapacitance,Motor Winding To Ambient Capacitance,"Motor Thermal Capacitance, Winding to Ambient",0xFC10,32,All,12/06: Delta add property(▲),,,1,¤,,,,,,,,,,,,,,,,,,,
637,PN.009,0,,INT,0x0000,,▲,,,,,,1,0,2,0,,,CommutationAlignment,Commutation Alignment (Startup) ,Start-up Commutation,0xFC12,16,All,"0:Motor Offset; 1:Self-sense; 2: Manual Input; 3: Database Input;
12/06: Delta add property(▲)
2019.04.17: Delta changed max value from 3 to 2.
2019.11.27 Update Information, remove 3rd value and change 2nd value description",,,1,¤,,,,,,,,,,,,,,,,,,,
638,PN.014,0,,INT,0x0000,,▲,,,,,,1,1,10000,10000,0.01,%,FluxSaturation1_8thPeakCurrent,Flux Saturation 1/8 Peak Current,Flux Saturation Data 1/8 Peak Current,0xFC1C,16,All,"Used for the MP motor. 
2019.01.10. Default value is 10000 with no motor.  0 with TLP motor and out of range. Need updates for TLP BLOB fle.
2019/04/17: change min value to 1",,,1,¤,,,,,,,,,,,,,,,,,,,
639,PN.015,0,,INT,0x0000,,▲,,,,,,1,1,10000,10000,0.01,%,FluxSaturation1_4thPeakCurrent,Flux Saturation 1/4 Peak Current,Flux Saturation Data 1/4 Peak Current,0xFC1E,16,All,,,,1,¤,,,,,,,,,,,,,,,,,,,
640,PN.016,0,,INT,0x0000,,▲,,,,,,1,1,10000,10000,0.01,%,FluxSaturation3_8thPeakCurrent,Flux Saturation 3/8 Peak Current,Flux Saturation Data 3/8 Peak Current,0xFC20,16,All,,,,1,¤,,,,,,,,,,,,,,,,,,,
641,PN.017,0,,INT,0x0000,,▲,,,,,,1,1,10000,10000,0.01,%,FluxSaturation1_2ndPeakCurrent,Flux Saturation 1/2 Peak Current,Flux Saturation Data 1/2 Peak Current,0xFC22,16,All,,,,1,¤,,,,,,,,,,,,,,,,,,,
642,PN.018,0,,INT,0x0000,,▲,,,,,,1,1,10000,10000,0.01,%,FluxSaturation5_8thPeakCurrent,Flux Saturation 5/8 Peak Current,Flux Saturation Data 5/8 Peak Current,0xFC24,16,All,,,,1,¤,,,,,,,,,,,,,,,,,,,
643,PN.019,0,,INT,0x0000,,▲,,,,,,1,1,10000,10000,0.01,%,FluxSaturation3_4thPeakCurrent,Flux Saturation 3/4 Peak Current,Flux Saturation Data 3/4 Peak Current,0xFC26,16,All,,,,1,¤,,,,,,,,,,,,,,,,,,,
644,PN.020,0,,INT,0x0000,,▲,,,,,,1,1,10000,10000,0.01,%,FluxSaturation7_8thPeakCurrent,Flux Saturation 7/8 Peak Current,Flux Saturation Data 7/8 Peak Current,0xFC28,16,All,,,,1,¤,,,,,,,,,,,,,,,,,,,
645,PN.021,0,,INT,0x0000,,▲,,,,,,1,1,10000,10000,0.01,%,FluxSaturationPeakCurrent,Flux Saturation Peak Current, Flux Saturation Data Peak Current,0xFC2A,16,All,,,,1,¤,,,,,,,,,,,,,,,,,,,
646,PN.022,0,,UDINT,0x0010,★,,,■,,,,1,0,0xFFFFFFFF,0,,,MotorDateCode,Motor Date Code,Motor Manufacturing Date Code,0xFC2C,32,All,"From the highest byte, Month(8bit), Day(8bit), Year MSB(8bit), Year LSB(8bit), used for website",,,,,,,,,,,,,,,,,,,,,,,
647,PN.023,0,,UINT,0x0000,,▲,,,,,,1,0,65535,0,0.01,N-m,PMMotorRatedTorque,Permanent Magnet Motor Rated Torque,Continuous Torque,0xFC2E,16,All,"got from encoder memory map, need for motor selection",,,1,¤,,,,,,,,,,,,,,,,,,,
648,PN.024,0,,UDINT,0x0010,,▲,,,,,,1,0,6553500,0,0.01,N,PMMotorRatedForce,Permanent Magnet Motor Rated Force,Continuous Force,0xFC30,16,All,"got from encoder memory map, need for motor selection
2019.01.07: For Linear motor, Delta changed to Read-only.
2019.01.16. Already Read-only",,,,,,,,,,,,,,,,,,,,,,,
649,PN.025,0,,INT,0x0010,★,,,■,,,,1,0,10000,0,0.01,%,MaxContinuousTorqueLimit,Maximum Continuous Torque Limit,Maximum Continuous Torque Limit,0xFC32,16,All,,,,,,,,,,,,,,,,,,,,,,,,
650,PN.026,0,,UINT,0x0000,,▲,,,,,,7,0,0xC107,0x0007,,,EnableCommunicationPorts,Enable Communication Ports,Enable Communication Ports,0xFC34,16,All,"got from DFS checklist
01/02: NOT Config (disable/enable comm ports)
(1) write 0xC100 to Enable USB Port, 0xC000 to Disable USB Port.
(2) write 0x4100 to Enable EIP Port1, 0x4000 to Disable EIP Port1.
(3) write 0x8100 to Enable EIP Port2, 0x8000 to Disable EIP Port2.",,,,,,,,,,,,,,,,,,,,,,,
651,PN.027,6,20.01.24.01.30.65,UINT,0x0010,★,,,■,◊,,,2,0,0xFFFF,0,,,HardwareRevision,Hardware Revision,Hardware Revision,0xFC36,16,All,"High 8bit-Major version, Low 8bit-Minor version",,,,,,,,,,,,,,,,,,,,,,,
652,PN.028,0,,SHORT_STRING,0x0000,,▲,,,,,,2,,,,,,DriveName,Drive Name [0]-[31],"Drive Name, String[0]~[3]",0xFC38,32,All,"Previous 7-segment LED only shows the character '0'~'F', four bits of one parameter represent one character. In order to express more english character or even special symbols, eight bits of one parameter will represent one character. The drive stores the ascii code of this character. All parameters are 32bits, so one parameter only express four characters. How to access the Drive name? ('0x72697665)
1) 7-segment LED can only show the character of the Drive name, cannot change it.
2) ASDA configuration software will add one TEXT control to change these parameters for Drive Name at one time.
3) When change the explicit message to access the Drive name, it will translated to access these eight parameters together.",,,1,¤,0,32,,,,,,,,,,,,,,,,,
653,PN.036,6,20.01.24.01.30.06,UDINT,0x0010,★,,,■,◊,,,2,0,0xFFFFFFFF,0,,,DriveSerialNumber,Drive Serial Number,Drive Serial No.,0xFC48,32,All,"represent 8bit number, Used in the website. UDINT, follow PDG to request. Unique value.",,,,,,,,,,,,,,,,,,,,,,,
655,PN.037,0,,UDINT,0x0010,★,,,■,,,,1,0,0xFFFFFFFF,0,0.01,Amps (RMS),OutputCurrent,Output Current for Webpage Display,Output Current(Amps-rms),0xFC4A,32,All,"used in website Monitor signals page. It can be also added to the monitor variable. In the Monitor signal page, write the monitor variable to P0.017, then read P0.009. Sec 8.3 (055 - 37h)
The drive already has the AL083 (Servo drive outputs excessive current)",,,,,,,,,,,,,,,,,,,,,,,
656,PN.038,0,,INT,0x0010,★,,,■,,,,1,0,1000,0,1,%,MotorCapacity,Motor Capacity,Motor Capacity(% Motor Rated),0xFC4C,16,All,"used in website Monitor signals page. It can be also added to the monitor variable. In the Monitor signal page, write the monitor variable to P0.017, then read P0.009. Sec 8.3 (012 - 0Ch)
The drive already has the AL083 (Servo drive outputs excessive curr
2019.01.07. No motor, with powerboard, default is 65535??. with TLP motor is 0.
2019.04.19. Default without a motor is 0 now.",,,,,,,,,,,,,,,,,,,,,,,
657,PN.039,0,,UDINT,0x0010,★,,,■,,,,2,0,0xFFFFFFFF,0,,oC,InverterTemperature,Inverter Temperature,Inverter Temperature(°C),0xFC4E,32,All,,,,,,,,,,,,,,,,,,,,,,,,
658,PN.043,0,,UDINT,0x0010,★,,,■,,,,4,0,0xFFFFFFFF,0,,oC,EncoderTemperature,Encoder Temperature,Encoder Temperature,0xFC56,32,All,used in website,,,,,,,,,,,,,,,,,,,,,,,
659,PN.044,0,,DINT,0x0000,,,,,,,,1,0,2147483647,0,0.001,"10^-4kg-m^2
kg",TotalInertia,Total Inertia,,0xFC58,16,All,"2019.02.20. Both for rotary and linear motor.
2019.04.15 mininum value will depend on motor(motor inertia)",,,2,¤,,,,,,,,,,,,,,,,,,,
660,PN.045,0,,INT,0x0000,,,,,,,,1,0,1,0,,,UseLoadRatio,Use Load Ratio,,0xFC5A,16,All,"2019.02.20. Both for rotary and linear motor.
",,,2,¤,,,,,,,,,,,,,,,,,,,
661,PN.046,0,,UINT,0x0000,,▲,,,,,,1,0,0xFFFF,0,,,EncCommProtocol,Encoder Communication Protocol,,0xFC5C,16,All,"No Encoder/AqB: 0x0000; Nikon: 0x0003;
Hiperface: SKS(0x3209); SKM(0x3709); SRS(0x2209); SRM(0x2709);",,,1,¤,,,,,,,,,,,,,,,,,,,
662,PN.047,0,,UINT,0x0010,★,,,■,,,,2,1,65535,1,,,ProductCode,Product Code,Product Code,0xFC5E,,All,"Used for Identity object, Defined for each drive catalog number. DSP is not ready for Product Code.
2019.04.17. Delta changed Max from 0xFFFF to 65535
2019.05.15. Datatype changed from UINT to Int.",,,,,,,,,,,,,,,,,,,,,,,
663,P0.009,0,,DINT,0x0010,★,,,■,,,,4,-2147483648,2147483647,0,,,SystemVariableMonitor1Value,System Variable Monitor 1 Value,Status Monitor Register 1,0x0012,32,All,"2019.04.24. Delta added ""Volatile parameter""",,,,,,,,,,,,,,,,,,,,,,,
664,P0.010,0,,DINT,0x0010,★,,,■,,,,4,-2147483648,2147483647,0,,,SystemVariableMonitor2Value,System Variable Monitor 2 Value,Status Monitor Register 2,0x0014,32,All,"2019.04.24. Delta added ""Volatile parameter""",,,,,,,,,,,,,,,,,,,,,,,
665,P0.011,0,,DINT,0x0010,★,,,■,,,,4,-2147483648,2147483647,0,,,SystemVariableMonitor3Value,System Variable Monitor 3 Value,Status Monitor Register 3,0x0016,32,All,"2019.04.24. Delta added ""Volatile parameter""",,,,,,,,,,,,,,,,,,,,,,,
666,P0.012,0,,DINT,0x0010,★,,,■,,,,4,-2147483648,2147483647,0,,,SystemVariableMonitor4Value,System Variable Monitor 4 Value,Status Monitor Register 4,0x0018,32,All,"2019.04.24. Delta added ""Volatile parameter""",,,,,,,,,,,,,,,,,,,,,,,
667,P0.013,0,,DINT,0x0010,★,,,■,,,,4,-2147483648,2147483647,0,,,SystemVariableMonitor5Value,System Variable Monitor 5 Value,Status Monitor Register 5,0x001A,32,All,"2019.04.24. Delta added ""Volatile parameter""",,,,,,,,,,,,,,,,,,,,,,,
668,P0.017,0,,INT,0x0000,,,,,,,,4,-300,127,0,,,SystemVariableMonitor1Selection,System Variable Monitor 1 Selection,Display Status Monitor 1,0x0022,16,All,1/31: change back to -300 ~ 127 per Delta's request,,,,¤,,,,,,,,,,,,,,,,,,,
669,P0.018,0,,INT,0x0000,,,,,,,,4,-300,127,0,,,SystemVariableMonitor2Selection,System Variable Monitor 2 Selection,Display Status Monitor 2,0x0024,16,All,1/31: change back to -300 ~ 127 per Delta's request,,,,¤,,,,,,,,,,,,,,,,,,,
670,P0.019,0,,INT,0x0000,,,,,,,,4,-300,127,0,,,SystemVariableMonitor3Selection,System Variable Monitor 3 Selection,Display Status Monitor 3,0x0026,16,All,1/31: change back to -300 ~ 127 per Delta's request,,,,¤,,,,,,,,,,,,,,,,,,,
671,P0.020,0,,INT,0x0000,,,,,,,,4,-300,127,0,,,SystemVariableMonitor4Selection,System Variable Monitor 4 Selection,Display Status Monitor 4,0x0028,16,All,1/31: change back to -300 ~ 127 per Delta's request,,,,¤,,,,,,,,,,,,,,,,,,,
672,P0.021,0,,INT,0x0000,,,,,,,,4,-300,127,0,,,SystemVariableMonitor5Selection,System Variable Monitor 5 Selection,Display Status Monitor 5,0x002A,16,All,1/31: change back to -300 ~ 127 per Delta's request,,,,¤,,,,,,,,,,,,,,,,,,,
673,PN.048,0,,INT,0x0010,★,,,■,,,,2,0,32767,0,,,FwRevision,Firmware Revision,,0xFC60,16,All,"High 8bit-Major Revision, Low 8bit-Minor Revision
2019.04.25. Will change to decimal and do special handling for marjor and minor version.
2019.05.02.done.
2019.05.16. =Vh*1000+VL (decimal). Removed Linkpath and NEO-S parameter peoperty.",,,,,,,,,,,,,,,,,,,,,,,
674,PN.049,0,,DINT,0x0010,★,,,■,,,,2,0,2147483647,0,,,FwSubminorRevision,Firmware Subminor Revision,,0xFC62,32,All,"2019.04.25. Will change to decimal.
2019.05.02.done.
2019.05.16. Removed Linkpath and NEO-S parameter peoperty.",,,,,,,,,,,,,,,,,,,,,,,
675,P1.032,0,,UINT,0x0000,,▲,,,,,⌂,3,0,0x0030,0x0010,,,MotorStopMode,Motor Stop Mode,,0x0140,16,All,"Bit 4-7:
0 - Use dynamic brake; 1 - Motor runs freely; 2 - Use dynamic brake first.",,,2,¤,,,,,√,,,,,,,,,,,,,,
676,,0,,UINT,0x0010,★,▲,,,,,⌂,255,0,0x0001,0,,,Reserved676,Reserved676,,,,,"2019.04.17. Delta added it for Full-closed function
2019.11.27. Delta changed it to Reserved.",,,,,,,,,,,,,,,,,,,,,,,
677,P1.085,0,,UINT,0x0000,,,,,,,,5,0,0x7FFF,0,,Rev,FullClosedLoopPositionErrorAutoResetThreshold,Full Closed Loop Position Error Auto Reset Threshold,AutoClearingSettingOfThePositionErrorBetweenTheLinearScaleFeedbackAndEncoder ,0x01AA,16,PT,2019.04.17. Delta added it for Full-closed function,,,1,¤,,,,,,,,,,,,,,,,,,,
678,P1.060,0,,INT,0x0000,,,,,,,,3,-300,300,0,,%,HomingCollisionTorqueLimitOffset,Homing Collision Torque Limit Offset,CrashProtectionOffsetSetting,0x0178,16,All,2019.05.09. Delta added it for crash function,,,2,¤,,,,,,,,,,,,,,,,,,,
679,P1.081,0,,DINT,0x0000,,,,,,,,3,"0
0","28500
15998","8000
15998",,"RPM
mm/s",AnalogToVelocityScale2,Analog To Velocity Scale 2,Max. Speed of 2nd Analog Speed Command,0x01A2,32,S,2019.05.09. Delta added it for analog speed switch,,,2,¤,,,,,,,,,,,,,,,,,,,
680,P1.082,0,,INT,0x0000,,,,,,,,3,0,1000,0,,ms,FilterSwitchingTimeOfAnalogToVelocityScale1and2,Filter Switching Time of Analog To Velocity Scale 1 and 2,Filter Switching Time between P1-40 and P1-81,0x01A4,16,S,2019.05.09. Delta added it for analog speed switch,,,2,¤,,,,,,,,,,,,,,,,,,,
681,P2.084,0,,UINT,0x0010,★,,,,,,,3,0,0x111F,0,,,SpecialFunctionConfiguration5,Special Function Configuration 5,SpecialFunctionConfiguration5,0x02A8,16,All,2019.05.09. Delta added it for linear motor (future),,,,,,,,,,,,,,,,,,,,,,,
682,P2.088,0,,UINT,0x0010,★,▲,,,,,,3,0,0x003F,0,,,SpecialFunctionConfiguration6,Special Function Configuration 6,SpecialFunctionConfiguration6,0x02B0,16,All,2019.05.09. Delta added it for linear motor (future),,,,,,,,,,,,,,,,,,,,,,,
683,P1.107,0,,INT,0x0000,,,,,,,,5,0,100,0,,mV,AnalogInputDeadbandToTorque,Analog input dead-band for analog to torque,,0x01D6,,T/Tz/IO,,,,2,¤,,,,,,,,,,,,,,,,,,,
684,P1.110,0,,INT,0x0000,,,,,,,,5,0,100,0,,mV,AnalogInputDeadbandToVelocityAndPosition,Analog input dead-band for analog to velocity/position,,0x01DC,,PT/S/Sz//IO,,,,2,¤,,,,,,,,,,,,,,,,,,,
685,P2.080,0,,UINT,0x0000,,,,,,,,3,0x0000,0x0011,0x0000,,,ZPhaseSourceOfHoming,Z Phase Source of Homing,,0x02A0,,PR,"X: Full Closed Loop Z phase source of Homing:
0=Aux encoder; 1=MFB encoder.
Y: Non Full Closed Loop Z phase source of Homing:
0=MFB encoder; 1=Aux encoder.",Design logic for byte0 and byte 1 is not unified,,2,¤,,,,,,,,,,,,,,,,,,,
686,P3.013,0,,UINT,0x0000,,,,,,,,3,0x0000,0x0022,0x0000,,,FullClosedLoopMonitoringConfiguration,Full Closed Loop Monitoring Configuration,,0x031A,,PR,"X: Source of feedback position for System Variable 00h monitoring:
0=MFB; 1=AUX; 2=MFB under Non Full Closed Loop mode and AUX under Full Closed Loop mode.
Y: Source of Z phase for System Variable 27h monitoring:
0=MFB; 1=AUX; 2=MFB under Non Full Closed Loop mode and AUX under Full Closed Loop mode.",,,2,¤,,,,,,,,,,,,,,,,,,,
687,P1.022,0,,UINT,0x0000,,,,,,,,9,0x0000,0x107F,0x0000,,10ms,PRCmdFilterTime,PR Command Filter Time,,0x012C,,PR,2019.11.21 Recover this for E-CAM Macro#0x10,,,3,¤,,,,,,,,√,,,,,,,,,√,,
688,PM.074,0,,INT,0x0010,,▲,,,,,,1,0,15999,0,0.001,Ohms,InductionMotorStatorResistance,Induction Motor Stator Resistance,IM motor rotor resistance(Rr),0xFD94,16,All,,,,,,,,,,,,,,,,,,,,,,,,
689,P2.085,0,,INT,0x0000,,▲,●,,,,,5,0x0000,0x0001,0x0000,,,PositionSpeedSwitchFunction,Position Speed Switch Function,,0x02AA,,PT/PR,,,,,,,,,,,,,,,,,,,,,,,,
